OBJECTID,LocationName,Grey_Headed,Black,Little_Red,ObservationDate,Status,Approval,Young,created_user,created_date,last_edited_user,last_edited_date,GlobalID,SHAPE_Length,SHAPE_Area
177946,Aragorn,0,0,0,2020/04/15 04:45:25+00,A,3,Nil,FlyingFox_Contractor,2020/04/15 04:47:10+00,TD018@MSC,2020/04/24 03:54:47+00,{3E800AAC-AAEC-43F0-8772-B713769FE2A9},169.754167177427,-1992.83501780714
177947,Other Roosts,0,0,15,2020/04/22 20:15:00+00,A,3,Dependent,TD018@MSC,2020/04/23 00:38:47+00,TD018@MSC,2020/04/24 04:26:02+00,{364651CF-75F5-429D-BE95-79B1BC5C1A88},34.4751586404807,-68.6357259588051
177948,Andrea,168,599,0,2020/04/28 23:10:55+00,A,3,Nil,FlyingFox_Contractor,2020/04/29 00:17:03+00,TD018@MSC,2020/05/11 01:22:37+00,{99491795-72B3-4C80-9F68-EE4E59A64B10},307.345719267564,-4413.74499303647
177949,Elizabeth,0,0,0,2020/04/29 03:12:23+00,A,3,Nil,FlyingFox_Contractor,2020/04/29 03:30:08+00,TD018@MSC,2020/05/11 01:23:25+00,{9BCEC50B-BBF7-4536-A1E7-2EB1883208C4},240.156285401168,-2674.84340158222
177950,Aragorn,0,0,0,2020/04/29 04:05:35+00,A,3,Nil,FlyingFox_Contractor,2020/04/29 04:07:16+00,TD018@MSC,2020/05/11 01:23:01+00,{C1249417-57FE-4555-9D7D-AA44174B1DA8},248.999825563395,-3276.71746365297
177951,McArthur,433,279,0,2020/04/29 04:50:40+00,A,3,Nil,FlyingFox_Contractor,2020/04/29 05:02:36+00,TD018@MSC,2020/05/11 01:20:56+00,{0742BF1E-DAC6-47D8-A710-D5E85BA0940C},170.946533439171,-1061.7293443561
177952,McArthur,1390,410,0,2020/05/13 05:15:00+00,A,3,Nil,TD018@MSC,2020/05/13 07:01:17+00,TD018@MSC,2020/06/02 22:18:40+00,{7D3094D8-FEB8-4650-A8C2-EF7EB97DF7E0},252.204071313383,-2455.24174864148
177953,Emerald,0,0,0,2020/05/13 05:45:00+00,A,3,Nil,TD018@MSC,2020/05/13 07:04:52+00,TD018@MSC,2020/06/02 22:18:29+00,{3DB5A5BF-2D70-46AA-A526-6E2BECE9A065},245.745309397787,-3811.39756856178
177954,Andrea,500,855,0,2020/05/13 22:44:59+00,A,3,Nil,TD018@MSC,2020/05/18 04:53:57+00,TD018@MSC,2020/05/22 07:39:03+00,{DFA0C2CB-505F-421A-B7CF-B9144B3355A7},500.37133998374,-7396.36604800673
177955,Elizabeth,0,0,0,2020/05/14 04:44:59+00,A,3,Nil,TD018@MSC,2020/05/18 04:56:09+00,TD018@MSC,2020/05/18 04:57:13+00,{61B1E43C-BDEB-4D5F-8DA2-4FE45DCD4058},237.998818107717,-1987.00127931809
177956,Aragorn,0,0,0,2020/05/14 05:00:00+00,A,3,Nil,TD018@MSC,2020/05/18 05:05:41+00,TD018@MSC,2020/07/02 00:56:13+00,{AAE450DB-0DBF-4F1A-9073-5A6F83BFC59A},271.445125041816,-3779.30311498363
177957,Hardie,0,0,0,2020/05/13 23:29:59+00,A,3,Nil,TD018@MSC,2020/05/18 05:01:23+00,TD018@MSC,2020/05/22 07:41:53+00,{95A3C959-9FAD-4D7E-9840-A4BCC6B82FBF},289.136578644168,-5302.53335504191
177958,Vidler,0,0,0,2020/05/14 03:00:00+00,A,3,Nil,TD018@MSC,2020/05/18 05:03:05+00,TD018@MSC,2020/05/22 07:42:55+00,{35F2EE0F-26DD-4E3A-9B02-AF9EE47FFE2F},484.994399829752,-9345.18414320291
177959,Andrea,620,790,0,2020/05/19 22:49:05+00,A,3,Nil,FlyingFox_Contractor,2020/05/20 00:06:03+00,TD018@MSC,2020/06/02 22:16:42+00,{07C5F93E-1CB2-413A-B756-49AD4DDF6626},475.113984276082,-9120.70454713341
177960,Vidler,0,0,0,2020/05/20 00:56:24+00,A,3,Nil,FlyingFox_Contractor,2020/05/20 01:08:14+00,TD018@MSC,2020/06/02 22:17:36+00,{2DB67B85-EFD7-4C56-8FFD-2B5959524C28},272.394781873196,-4309.97893056102
177961,Mary,40,19,0,2020/05/20 02:20:05+00,A,3,Nil,FlyingFox_Contractor,2020/05/20 02:44:22+00,TD018@MSC,2020/06/02 22:16:18+00,{942A8AE0-052B-4C1B-9060-335749538057},113.598417603447,-959.669080092002
177962,Kolora,2156,809,0,2020/05/20 04:02:32+00,A,3,Nil,FlyingFox_Contractor,2020/05/20 05:32:03+00,TD018@MSC,2020/06/02 22:17:57+00,{3DA82655-5FFE-4BAC-97B0-1E3182DDA850},420.850492150585,-7443.71706353313
177963,Elizabeth,0,0,0,2020/05/20 05:34:06+00,A,3,Nil,FlyingFox_Contractor,2020/05/20 05:36:41+00,TD018@MSC,2020/06/02 22:19:09+00,{37AE2728-3067-4A66-83E8-2151E9970C4B},223.764908082168,-2775.46105341273
177964,Aragorn,0,0,0,2020/05/20 06:00:00+00,A,3,Nil,FlyingFox_Contractor,2020/05/20 06:01:26+00,TD018@MSC,2020/06/02 22:18:48+00,{1A7CA698-007F-443D-8A77-8C354DCF8179},265.846622035082,-3641.89139572079
177965,Hardie,0,0,0,2020/05/19 22:32:04+00,A,3,Nil,FlyingFox_Contractor,2020/05/20 06:37:48+00,TD018@MSC,2020/06/02 22:16:56+00,{67206123-DB61-43F1-B02E-3FB5F8DA07E6},289.897971450637,-5313.98648835337
177966,Andrea,480,690,0,2020/06/02 22:00:39+00,A,3,Nil,FlyingFox_Contractor,2020/06/02 22:22:18+00,TD018@MSC,2020/06/16 07:21:21+00,{D609AC4B-2AC1-481B-BDAA-74BA5663F35B},372.055164030767,-5954.07337028553
177967,Elizabeth,0,0,0,2020/06/03 01:00:07+00,A,3,Nil,FlyingFox_Contractor,2020/06/03 01:09:35+00,TD018@MSC,2020/06/16 07:26:02+00,{C3DCBC76-EEAA-49BA-A919-76E022BCB7B2},167.781630076809,-1698.45497359749
177968,Aragorn,0,0,0,2020/06/03 02:42:37+00,A,3,Nil,FlyingFox_Contractor,2020/06/03 02:44:27+00,TD018@MSC,2020/06/16 07:22:26+00,{3F6E7963-EB71-4B4E-BEA4-E0D1470018B1},171.63419856092,-1796.142634493
177969,McArthur,430,310,0,2020/06/03 03:00:26+00,A,3,Nil,FlyingFox_Contractor,2020/06/03 03:20:30+00,TD018@MSC,2020/06/16 07:22:48+00,{79A43829-7F16-4A47-B176-B337055C1FAA},189.935451536673,-1773.47284615476
177970,Emerald,0,15,0,2020/06/03 03:50:37+00,A,3,Nil,FlyingFox_Contractor,2020/06/03 04:07:25+00,TD018@MSC,2020/06/16 07:26:42+00,{3DE0B68C-8B38-4B1B-99F0-90CFE9019AC3},30.9701655078606,-66.0705501624455
177971,Andrea,1100,590,0,2020/06/16 22:30:28+00,A,3,Nil,FlyingFox_Contractor,2020/06/16 23:43:25+00,TD018@MSC,2020/06/24 22:17:04+00,{8549C909-4D40-435B-B493-F7279BBF347F},440.398806263409,-8561.27108620207
177972,Hardie,0,0,0,2020/06/16 23:58:26+00,A,3,Nil,FlyingFox_Contractor,2020/06/17 00:08:48+00,TD018@MSC,2020/06/24 22:17:17+00,{F5EAC4B6-D370-47FC-9848-3FA0F0BBF785},250.13692212721,-3886.60961357105
177973,Vidler,0,0,0,2020/06/17 01:07:09+00,A,3,Nil,FlyingFox_Contractor,2020/06/17 01:09:45+00,TD018@MSC,2020/06/24 22:17:57+00,{5F81D1E6-9BA6-431C-BE07-245FEEBB16F7},178.703155871625,-1821.89518549026
177974,Mary,0,0,0,2020/06/17 02:04:23+00,A,3,Nil,FlyingFox_Contractor,2020/06/17 02:33:01+00,TD018@MSC,2020/06/24 22:16:48+00,{D731B5FD-0A64-4A1B-9A44-90ABBD34C6A0},205.552225980119,-2533.37527232325
177975,Kolora,5053,4087,0,2020/06/17 03:27:35+00,A,3,Nil,FlyingFox_Contractor,2020/06/17 03:29:08+00,TD018@MSC,2020/06/24 22:18:54+00,{B48C8EF8-7F0F-478B-87DD-180ACD96A562},387.281896911815,-8770.93844457752
177976,Elizabeth,0,0,0,2020/06/17 04:28:16+00,A,3,Nil,FlyingFox_Contractor,2020/06/17 04:29:42+00,TD018@MSC,2020/06/24 22:17:44+00,{A4E8EDA3-05AE-47A0-83C4-6314E62FF4C8},112.688400644537,-788.271720224005
177977,Aragorn,0,0,0,2020/06/17 05:25:35+00,A,3,Nil,FlyingFox_Contractor,2020/06/17 05:26:26+00,TD018@MSC,2020/06/24 22:20:36+00,{F6260630-1568-4800-84DF-278849A6F134},156.31255027935,-1488.35001245889
177978,McArthur,2090,120,0,2020/06/16 04:30:00+00,A,3,Nil,TD018@MSC,2020/06/23 07:16:48+00,TD018@MSC,2020/06/24 22:20:17+00,{BC5863CF-134C-4549-AEF3-1E43BDBDA1BA},261.176646732003,-2665.84586729752
177979,Andrea,2230,2890,0,2020/06/30 22:35:18+00,A,3,Nil,FlyingFox_Contractor,2020/06/30 22:57:21+00,TD018@MSC,2020/07/08 23:03:48+00,{B946BCF0-F6B6-4D98-AF41-50B7380E26CF},567.674471902773,-14384.7788194183
177980,Hardie,0,0,0,2020/06/30 23:12:38+00,A,3,Nil,FlyingFox_Contractor,2020/06/30 23:14:45+00,TD018@MSC,2020/07/08 23:03:58+00,{FE905B69-7475-46EC-95E5-2D4D46853338},177.075272529057,-1884.00804763214
177981,McArthur,2450,845,0,2020/07/01 00:56:41+00,A,3,Nil,FlyingFox_Contractor,2020/07/01 01:04:51+00,TD018@MSC,2020/07/08 23:04:32+00,{33D95EA4-2EFD-41DD-8E5E-E1152BD373F8},232.350837243229,-2752.30097853473
177982,Elizabeth,0,0,0,2020/07/01 05:16:13+00,A,3,Nil,FlyingFox_Contractor,2020/07/01 05:18:12+00,TD018@MSC,2020/07/08 23:05:44+00,{E1BC7105-15AD-467F-8FF1-32E3AB255005},94.0332712328281,-530.272704515027
177983,Aragorn,0,0,0,2020/07/01 05:49:45+00,A,3,Nil,FlyingFox_Contractor,2020/07/01 05:51:13+00,TD018@MSC,2020/07/08 23:04:23+00,{1D8B530F-B3C3-4ECF-95AE-2DED753C2B3C},174.911580877593,-1893.16012868646
177984,McArthur,750,250,0,2020/07/01 12:59:00+00,A,3,Nil,FlyingFox_Contractor,2020/07/03 05:57:27+00,TD018@MSC,2020/07/08 23:04:41+00,{7CA87998-89A9-40F9-9335-28C5C1A1DFAF},178.85670693783,-1972.13910466379
177985,Andrea,2303,600,0,2020/07/14 22:48:45+00,A,3,Nil,FlyingFox_Contractor,2020/07/14 23:41:49+00,LL013@MSC,2020/08/04 01:17:36+00,{B3EB294B-F78B-4C22-BB57-64898076EF7E},482.365037161401,-10012.7571562287
177986,Hardie,0,0,0,2020/07/15 00:04:46+00,A,3,Nil,FlyingFox_Contractor,2020/07/15 00:11:19+00,LL013@MSC,2020/08/04 01:19:21+00,{9F41FA8B-7826-4305-A1B7-9448298E32D7},203.331850840516,-2577.72709304856
177987,Vidler,0,0,0,2020/07/15 02:03:35+00,A,3,Nil,FlyingFox_Contractor,2020/07/15 02:06:41+00,LL013@MSC,2020/08/04 01:25:08+00,{DFAEDB3C-7878-4207-81A6-F45E1CE85082},226.949938934662,-2443.25800796418
177988,Mary,0,0,0,2020/07/15 02:55:29+00,A,3,Nil,FlyingFox_Contractor,2020/07/15 03:19:01+00,LL013@MSC,2020/08/04 01:25:45+00,{7E6AD024-6DDB-4940-8844-41559E0A8463},229.751162548517,-2863.4708007485
177989,Kolora,3110,1480,0,2020/07/15 04:15:46+00,A,3,Nil,FlyingFox_Contractor,2020/07/15 04:17:59+00,LL013@MSC,2020/08/04 01:20:54+00,{A5DE27A5-D4E7-4DCA-BCE6-24FA0C625DC2},378.633974570711,-7940.19877853128
177990,Elizabeth,0,0,0,2020/07/15 05:28:09+00,A,3,Nil,FlyingFox_Contractor,2020/07/15 05:29:51+00,LL013@MSC,2020/08/04 01:21:37+00,{DA6C20B0-1521-4A9A-B983-FC0326F7B4A8},126.87482490261,-925.552050713613
177991,Aragorn,0,0,0,2020/07/15 06:07:08+00,A,3,Nil,FlyingFox_Contractor,2020/07/15 06:08:20+00,LL013@MSC,2020/08/04 01:16:42+00,{E8554039-0600-4ECA-B154-8A4EB33B6789},120.575382494272,-831.900584137503
177992,Andrea,1505,910,0,2020/08/05 00:02:49+00,A,3,Nil,FlyingFox_Contractor,2020/08/05 03:21:13+00,TD018@MSC,2020/08/14 04:54:05+00,{6C4A8FCD-B47F-4180-9E1E-FEA7A32A6137},576.324290979976,-11211.2303322513
177993,Elizabeth,14,260,0,2020/08/05 03:24:04+00,A,3,Nil,FlyingFox_Contractor,2020/08/05 03:25:50+00,TD018@MSC,2020/08/14 04:56:37+00,{0665C2DB-5237-4230-A26E-917D125E25E1},373.94974734117,-1698.50483444207
177994,Aragorn,0,0,0,2020/08/05 03:55:14+00,A,3,Nil,FlyingFox_Contractor,2020/08/05 03:58:29+00,TD018@MSC,2020/08/14 04:55:38+00,{AF856882-5FA0-40AC-BED6-386F3D310D39},137.376197696112,-1047.29655513093
177995,McArthur,0,0,0,2020/08/05 04:20:04+00,A,3,Nil,FlyingFox_Contractor,2020/08/05 04:44:05+00,TD018@MSC,2020/08/14 04:55:57+00,{DE8F9ED0-F98B-4319-B32E-2A2138489020},42.1303056240531,-110.365292084869
177996,Emerald,0,190,0,2020/08/05 05:12:16+00,A,3,Nil,FlyingFox_Contractor,2020/08/05 05:14:12+00,TD018@MSC,2020/08/14 04:55:10+00,{3A8994E4-650D-4FEF-8B78-2D742D3C1FA9},150.292026406603,-1137.20939982565
177997,Andrea,1980,755,0,2020/08/19 23:03:56+00,A,3,Nil,FlyingFox_Contractor,2020/08/20 00:15:17+00,TD018@MSC,2020/08/26 23:11:47+00,{6644B00F-126D-4B45-B5D5-CB74455D8934},470.969322728308,-11172.3025592257
177998,Hardie,0,0,0,2020/08/20 00:40:07+00,A,3,Nil,FlyingFox_Contractor,2020/08/20 00:41:36+00,TD018@MSC,2020/08/26 23:13:20+00,{E169C295-A27A-4B50-A957-2715D00346A6},161.821291819312,-1584.8396837048
177999,Vidler,0,0,0,2020/08/20 01:56:48+00,A,3,Nil,FlyingFox_Contractor,2020/08/20 02:04:53+00,TD018@MSC,2020/09/07 00:59:45+00,{B93A20E4-672C-4734-A3F4-3C66955C2BD8},188.023266849671,-1749.32192103833
178000,Mary,0,0,0,2020/08/20 03:30:38+00,A,3,Nil,FlyingFox_Contractor,2020/08/20 05:07:47+00,TD018@MSC,2020/08/26 23:11:26+00,{D04A1CB1-49E0-4715-9863-C26BDE793415},220.066487076082,-2589.77597731743
178001,Kolora,2110,760,0,2020/08/20 05:09:10+00,A,3,Nil,FlyingFox_Contractor,2020/08/20 05:11:26+00,TD018@MSC,2020/08/26 23:14:09+00,{1D58F2B7-44A9-43AB-A15B-F4B6157B032B},361.325104833816,-7289.73809631104
178002,Elizabeth,390,218,0,2020/08/20 05:58:59+00,A,3,Nil,FlyingFox_Contractor,2020/08/20 06:16:00+00,TD018@MSC,2020/08/26 23:16:02+00,{B490BEFE-ACC6-43D1-A5EE-122EDB37D3DA},193.051340769503,-1700.17931158883
178003,Aragorn,0,0,0,2020/08/20 06:38:17+00,A,3,Nil,FlyingFox_Contractor,2020/08/20 06:39:38+00,TD018@MSC,2020/08/26 23:15:32+00,{DDC85B78-FC18-4822-86B8-2331BC6461C2},135.219325959602,-1124.26985533745
178004,Emerald,0,15,0,2020/08/20 03:14:59+00,A,3,Nil,TD018@MSC,2020/08/24 00:05:20+00,TD018@MSC,2020/08/26 23:14:55+00,{F03545E1-A658-4AAD-9936-B30BDC6ED936},34.426317643988,-80.2914127753215
178005,Emerald,0,410,0,2020/08/20 03:14:59+00,A,3,Nil,TD018@MSC,2020/08/24 00:17:47+00,TD018@MSC,2020/08/26 23:14:49+00,{06C5458A-E7D6-45D0-B7E2-A9D7D2A9823F},109.08337866135,-608.010531590657
178006,McArthur,600,450,0,2020/08/20 02:00:00+00,A,3,Nil,TD018@MSC,2020/08/24 01:00:29+00,TD018@MSC,2020/08/26 23:15:24+00,{44841AEE-504E-4BC6-A581-E25710121905},151.003113730996,-1383.81588480072
178007,Andrea,0,690,0,2020/09/01 23:06:37+00,A,3,Nil,FlyingFox_Contractor,2020/09/01 23:58:29+00,TD018@MSC,2020/09/09 22:44:48+00,{B1C6999F-2383-4E4E-92A2-6AE8C9E34482},450.454036895292,-8305.90864247517
178008,Elizabeth,0,520,0,2020/09/02 02:32:54+00,A,3,Nil,FlyingFox_Contractor,2020/09/02 02:45:37+00,TD018@MSC,2020/09/09 22:46:13+00,{4AF6BC63-CEBF-47F1-83FF-44350BB93C5D},145.698823933791,-1195.46391230301
178009,Aragorn,0,0,0,2020/09/02 03:10:56+00,A,3,Nil,FlyingFox_Contractor,2020/09/02 03:12:26+00,TD018@MSC,2020/09/09 22:45:04+00,{EC0F60D9-AA1A-4FF7-8149-D7F925FABA07},170.068804857742,-1764.41972118075
178010,McArthur,290,880,0,2020/09/02 03:44:35+00,A,3,Nil,FlyingFox_Contractor,2020/09/02 03:29:40+00,TD018@MSC,2020/09/09 22:45:20+00,{A88278DC-0F7D-4CB3-B5FB-0BF67B52A456},298.718007762296,-4403.41322458786
178011,Emerald,105,180,0,2020/09/02 04:30:29+00,A,3,Nil,FlyingFox_Contractor,2020/09/02 04:33:57+00,TD018@MSC,2020/09/09 22:45:46+00,{CD7D7D95-002C-45B2-9197-AA6D2CFBCB3A},91.592153832229,-471.082394825169
178012,Emerald,0,610,0,2020/09/02 04:42:44+00,A,3,Nil,FlyingFox_Contractor,2020/09/02 04:48:02+00,TD018@MSC,2020/09/09 22:45:53+00,{E50A73C0-0D23-404D-B6C5-A7D83552C1D4},304.912176027642,-4952.81379763683
178013,Andrea,0,398,0,2020/09/13 22:45:29+00,A,3,Nil,FlyingFox_Contractor,2020/09/14 00:33:14+00,TD018@MSC,2020/09/23 04:50:27+00,{85303295-A395-49AB-9EDA-90CCE7D58C28},365.812147933697,-6843.46972137849
178014,Hardie,0,0,0,2020/09/14 00:35:17+00,A,3,Nil,FlyingFox_Contractor,2020/09/14 00:40:02+00,TD018@MSC,2020/09/23 04:55:15+00,{6D69C0AF-C546-48A3-8779-3ADB4FF49734},118.549146442397,-868.163112890865
178015,Vidler,0,0,0,2020/09/14 01:56:00+00,A,3,Nil,FlyingFox_Contractor,2020/09/14 01:58:15+00,TD018@MSC,2020/09/23 04:55:47+00,{2262D7A0-1D76-4247-BFAB-8F9388B1CE6E},89.3001089858495,-439.720652569365
178016,Mary,0,0,0,2020/09/14 02:33:02+00,A,3,Nil,FlyingFox_Contractor,2020/09/14 02:52:07+00,TD018@MSC,2020/09/23 04:56:06+00,{B4458906-46C3-45AB-8930-4884D181BBB1},201.039049316007,-2090.43408720451
178017,Kolora,830,310,0,2020/09/14 03:28:39+00,A,3,Nil,FlyingFox_Contractor,2020/09/14 03:37:10+00,TD018@MSC,2020/09/23 04:56:48+00,{9AE3F958-EF20-4D7E-95A5-E3B7F1700E5C},145.371055032746,-1473.03482844336
178018,Elizabeth,60,385,0,2020/09/14 04:45:23+00,A,3,Nil,FlyingFox_Contractor,2020/09/14 04:54:52+00,TD018@MSC,2020/09/23 04:52:36+00,{14101448-E34C-49E9-A1A7-8C6D9515E836},174.612645918805,-1236.51074235532
178019,Aragorn,0,0,0,2020/09/14 05:18:25+00,A,3,Nil,FlyingFox_Contractor,2020/09/14 05:19:37+00,TD018@MSC,2020/09/23 04:50:49+00,{85D10235-2219-4AB3-A112-C598ACD842C5},128.507244306694,-869.105127203975
178020,Andrea,98,410,0,2020/10/06 23:18:38+00,A,3,Dependent,FlyingFox_Contractor,2020/10/07 00:22:06+00,TD018@MSC,2020/10/12 23:51:19+00,{4AB0DD36-C8EE-4A07-BD6D-D538C5739557},356.670882830388,-5463.64966131423
178021,Elizabeth,230,343,0,2020/10/07 02:13:55+00,A,3,Nil,FlyingFox_Contractor,2020/10/07 02:18:03+00,TD018@MSC,2020/10/12 23:55:35+00,{6CE748C3-411C-4262-8679-FA9F0B0C2F50},192.875526463741,-1774.65797345582
178022,Aragorn,0,0,0,2020/10/07 02:36:07+00,A,3,Nil,FlyingFox_Contractor,2020/10/07 02:37:25+00,TD018@MSC,2020/10/12 23:54:50+00,{63B00C72-6D37-4776-B380-F0DE0CA709E1},88.2677454778441,-424.311759016977
178023,Emerald,36,510,0,2020/10/07 05:57:13+00,A,3,Nil,FlyingFox_Contractor,2020/10/07 06:01:02+00,TD018@MSC,2020/10/12 23:56:15+00,{7A248EE0-FC33-420D-91EE-B4978266539D},238.046509828537,-3126.12935560539
178024,Buderim,196,1351,0,2020/03/18 00:45:00+00,A,3,Nil,TD018@MSC,2020/04/01 03:03:23+00,LQD,2021/05/18 06:38:08+00,{857C2873-0D93-495F-99DB-22870B2D827A},261.039080519129,-4045.55238872154
178025,Buderim,10,1260,0,2020/04/02 00:00:00+00,A,3,Nil,TD018@MSC,2020/04/02 06:02:53+00,LQD,2021/05/18 06:38:08+00,{97174D14-9846-4BB9-AC8F-11D706B0A61A},266.899623223283,-2064.15373389888
178026,Pecan,10450,330,0,2020/04/02 02:29:59+00,A,3,Nil,TD018@MSC,2020/04/08 00:45:05+00,LQD,2021/05/18 06:58:54+00,{6F830487-2227-4B5C-930D-8CA184AE4BEE},761.228234393085,-11077.8490044867
178027,Alex,0,70,0,2020/03/19 14:00:00+00,A,3,Nil,TD018@MSC,2020/04/08 00:48:41+00,LQD,2021/05/18 06:54:45+00,{4CA6D96B-C34D-45FC-BC56-F9A999099152},135.74404936688,-1056.79795751353
178028,Albany,0,95,0,2020/03/23 02:29:59+00,A,3,Nil,TD018@MSC,2020/04/08 01:01:11+00,LQD,2021/05/18 06:56:40+00,{D8989F60-D313-4B42-8A9B-5EDA55557D0C},109.860352678208,-414.899438546272
178029,Porter,0,75,0,2020/03/31 06:30:00+00,A,3,Nil,TD018@MSC,2020/04/08 01:05:30+00,LQD,2021/05/18 06:46:02+00,{F78ADA6F-A5FC-4F60-A57F-3C6A86CE108D},75.8215609835395,-291.112143246793
178030,Porter,5,505,95,2020/04/09 01:15:00+00,A,3,Nil,TD018@MSC,2020/04/09 06:08:43+00,LQD,2021/05/18 06:46:02+00,{058661A7-D45C-44F0-84DB-A64D3EEC34A1},168.681196798965,-1418.08532601078
178031,Buderim,360,1410,0,2020/04/29 05:25:26+00,A,3,Nil,FlyingFox_Contractor,2020/04/29 05:37:28+00,LQD,2021/05/18 06:38:08+00,{A4BAFDB4-06F6-4437-9F4F-B787E43BA39B},249.210791896774,-2714.47060568274
178032,KawanaSchool,0,85,0,2020/05/13 04:30:00+00,A,3,Nil,TD018@MSC,2020/05/13 07:07:05+00,LQD,2021/05/18 06:57:39+00,{CE5C56CA-63D6-47EF-BB18-23A4B5922582},55.0594114816183,-206.29509664593
178033,Porter,3291,4114,0,2020/05/13 23:45:00+00,A,3,Nil,TD018@MSC,2020/05/18 04:46:56+00,LQD,2021/05/18 06:46:02+00,{6FE5BF4D-5F84-49AD-8F3B-A0501B506DD5},645.364890122766,-16906.7778214487
178034,Buderim,0,0,0,2020/05/14 05:15:00+00,A,3,Nil,TD018@MSC,2020/05/18 04:59:56+00,LQD,2021/05/18 06:38:08+00,{11144619-1951-4661-B57D-E650DA3BF290},264.310188846266,-2447.02381373247
178035,Porter,30,310,0,2020/04/27 03:30:00+00,A,3,Nil,TD018@MSC,2020/05/25 05:45:46+00,LQD,2021/05/18 06:46:02+00,{156510C5-237C-4857-A980-5B72E487C483},112.358917489039,-805.391985179045
178036,William,50,0,0,2020/06/02 04:14:06+00,A,3,Nil,CS_CatchmentServices,2020/06/02 04:10:15+00,LQD,2021/05/18 06:43:24+00,{9F07AD7F-FE8F-49A3-9E5B-0A694EC5B647},92.7192728482502,-502.038401369243
178037,Buderim,0,0,0,2020/06/03 04:29:07+00,A,3,Nil,FlyingFox_Contractor,2020/06/03 04:35:28+00,LQD,2021/05/18 06:38:08+00,{E168A93E-A971-4DCB-B68E-D7C1D069D9F6},90.6907143595349,-556.258789954182
178038,Pecan,1275,2210,0,2020/05/28 23:29:59+00,A,3,Nil,TD018@MSC,2020/06/16 07:15:47+00,LQD,2021/05/18 06:58:54+00,{EEF0F6E3-B87B-45C6-B441-4F8C9556962D},643.714702551202,-6268.89028388371
178039,Alex,0,90,0,2020/06/13 00:30:00+00,A,3,Nil,TD018@MSC,2020/06/18 04:58:38+00,LQD,2021/05/18 06:54:45+00,{A9EBEC56-2820-4B55-9EC6-07F22D1CE8AA},63.274275969909,-234.178737911062
178040,Porter,3595,1165,0,2020/06/24 05:29:59+00,A,3,Nil,TD018@MSC,2020/06/24 07:14:25+00,LQD,2021/05/18 06:46:02+00,{212874D4-AFCB-4582-B210-AB69735E429C},417.06808939284,-6619.25892524363
178041,Buderim,0,0,0,2020/07/01 06:24:28+00,A,3,Nil,FlyingFox_Contractor,2020/07/01 06:26:00+00,LQD,2021/05/18 06:38:08+00,{35A241E8-3314-4EAB-8BDE-29FF261FF962},68.1740735751172,-269.102735492376
178042,Kuluin,205,655,0,2020/07/14 23:00:00+00,A,3,Nil,TD018@MSC,2020/07/15 00:51:42+00,theresa.malin@sunshinecoast.qld.gov.au,2022/03/02 04:22:26+00,{42464823-B97C-4C72-9278-39D742091321},260.682225511851,-2944.71997903715
178043,Alex,0,265,0,2020/07/22 23:00:00+00,A,3,Nil,LL013@MSC,2020/07/23 02:36:12+00,LQD,2021/05/18 06:54:45+00,{1ED7FE1C-183E-4B95-A85D-6B311ED8FE82},90.6772126835254,-513.510424415892
178044,Albany,0,0,0,2020/07/22 23:45:00+00,A,3,Nil,LL013@MSC,2020/07/23 02:51:14+00,LQD,2021/05/18 06:56:40+00,{E8D54164-B060-42C0-B13D-76C6804A5652},138.647160539109,-1089.96345950955
178045,Porter,810,290,0,2020/07/23 00:45:00+00,A,3,Nil,LL013@MSC,2020/07/23 02:55:08+00,LQD,2021/05/18 06:46:02+00,{BADDB793-12B2-4715-B657-CCFCC7205759},334.800020412079,-5105.50686245928
178046,Kuluin,260,735,0,2020/07/19 23:15:00+00,A,3,Nil,LL013@MSC,2020/07/24 06:53:37+00,theresa.malin@sunshinecoast.qld.gov.au,2022/03/02 04:23:15+00,{33C64209-3901-4452-9356-EE8CD4C146D3},281.161803430236,-4098.23856765568
178047,Kuluin,480,1270,0,2020/08/05 04:45:12+00,A,3,Nil,FlyingFox_Contractor,2020/08/05 04:46:41+00,theresa.malin@sunshinecoast.qld.gov.au,2022/03/02 04:22:42+00,{2804A44F-3C59-4F53-8DAF-B0C88D442B83},250.021573646954,-3895.59811094179
178048,Buderim,148,1109,0,2020/08/05 05:39:50+00,A,3,Nil,FlyingFox_Contractor,2020/08/05 05:41:16+00,LQD,2021/05/18 06:38:08+00,{81060EFD-CEDA-4FA4-A4D6-036B6621AC1E},292.132205033219,-4461.90278135222
178049,Buderim,515,690,0,2020/08/20 04:15:00+00,A,3,Nil,TD018@MSC,2020/08/24 00:38:15+00,LQD,2021/05/18 06:37:40+00,{C15D419B-2CE4-4997-AD16-58E5725A1CF5},226.747357246746,-2072.39939396753
178050,Pecan,750,3685,0,2020/08/20 00:00:00+00,A,3,Nil,TD018@MSC,2020/08/24 01:38:23+00,LQD,2021/05/18 06:58:54+00,{874593FD-0BF3-454D-934E-9043AF751E81},771.621024413082,-9654.5077654536
178051,Albany,55,270,0,2020/08/20 05:15:00+00,A,3,Nil,TD018@MSC,2020/08/24 02:52:16+00,LQD,2021/05/18 06:56:40+00,{4137185E-68C9-42B7-9189-ECC985569812},86.6004533403059,-425.162014629816
